C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_40_39_990.jpg;;;;;;
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_40_40_094.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_40_40_094.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_40_40_094.jpg;0;0;0; 5.120549E-05
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_40_40_202.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_40_40_202.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_40_40_202.jpg;0;0;0; 5.278092E-05
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_40_40_308.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_40_40_308.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_40_40_308.jpg;0;0;0; 5.131129E-05
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_40_40_416.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_40_40_416.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_40_40_416.jpg;0; 0.0306807;0; 0.03341975
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_40_40_521.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_40_40_521.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_40_40_521.jpg;0; 0.3701142;0; 0.3079354
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_40_40_621.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_40_40_621.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_40_40_621.jpg;0; 0.6742949;0; 0.9335657
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_40_40_723.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_40_40_723.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_40_40_723.jpg;0; 0.9799355;0; 1.968562
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_40_40_827.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_40_40_827.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_40_40_827.jpg;0;1;0; 3.149417
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_40_40_933.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_40_40_933.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_40_40_933.jpg;0;1;0; 4.32093
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_40_41_042.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_40_41_042.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_40_41_042.jpg;0;1;0; 5.714773
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_40_41_150.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_40_41_150.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_40_41_150.jpg;0;1;0; 6.864048
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_40_41_259.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_40_41_259.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_40_41_259.jpg;0;1;0; 8.228432
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_40_41_363.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_40_41_363.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_40_41_363.jpg;0;1;0; 9.353275
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_40_41_473.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_40_41_473.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_40_41_473.jpg;0;1;0; 10.46708
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_40_41_582.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_40_41_582.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_40_41_582.jpg;0;1;0; 11.62628
