C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_01_731.jpg;;;;;;
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_01_834.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_01_834.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_01_834.jpg;0;0;0; 7.930924E-05
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_01_943.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_01_943.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_01_943.jpg;0;0;0; 7.818258E-05
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_02_050.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_02_050.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_02_050.jpg;0;0;0; 8.246164E-05
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_02_157.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_02_157.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_02_157.jpg;0;0;0; 7.909116E-05
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_02_262.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_02_262.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_02_262.jpg;0;0;0; 7.944929E-05
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_02_370.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_02_370.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_02_370.jpg;0;0;0; 8.405972E-05
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_02_476.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_02_476.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_02_476.jpg;0;0;0; 7.794057E-05
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_02_579.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_02_579.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_02_579.jpg;0;0;0; 7.806085E-05
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_02_682.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_02_682.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_02_682.jpg;0;0;0; 7.890798E-05
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_02_792.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_02_792.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_02_792.jpg;0;0;0; 7.964129E-05
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_02_899.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_02_899.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_02_899.jpg;0;0;0; 8.018355E-05
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_03_003.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_03_003.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_03_003.jpg;0; 0.2810499;0; 0.2329752
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_03_113.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_03_113.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_03_113.jpg;0; 0.6425319;0; 0.8981501
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_03_217.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_03_217.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_03_217.jpg;0; 0.9528232;0; 1.850408
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_03_327.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_03_327.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_03_327.jpg;0;1;0; 3.053513
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_03_428.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_03_428.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_03_428.jpg;0;1;0; 4.225723
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_03_536.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_03_536.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_03_536.jpg;0;1;0; 5.620556
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_03_639.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_03_639.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_03_639.jpg; -0.3086502;1;0; 6.751133
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_03_746.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_03_746.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_03_746.jpg; -0.4279851;1;0; 7.844299
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_03_848.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_03_848.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_03_848.jpg; -0.1372332;1;0; 8.977834
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_03_952.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_03_952.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_03_952.jpg;0;1;0; 10.30549
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_04_055.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_04_055.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_04_055.jpg;0;1;0; 11.40942
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_04_156.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_04_156.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_04_156.jpg;0;1;0; 12.54013
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_04_256.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_04_256.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_04_256.jpg; -0.1554129;1;0; 13.52997
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_04_361.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_04_361.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_04_361.jpg; -0.4399485;1;0; 14.6753
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_04_468.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_04_468.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_04_468.jpg; -0.1747269;1;0; 15.47535
C:\Users\HOCA\Downloads\simulator-windows-64\IMG\center_2022_09_23_16_32_04_575.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\left_2022_09_23_16_32_04_575.jpg; C:\Users\HOCA\Downloads\simulator-windows-64\IMG\right_2022_09_23_16_32_04_575.jpg;0;1;0; 16.74634
